direction,title,year,authors,venue,doi,url,citation_count,abstract,relevance_reason_cn,possible_inspiration_for_my_project_cn
F,Photocatalytic Degradation of Organic and Inorganic Pollutants to Harmless End Products: Assessment of Practical Application Potential for Water and Air Cleaning,2023,Pavel Afanasiev; Crina Anastasescu; Razvan State; Anca Vasile; Florica Papa; Ioan Balint,Catalysts,10.3390/catal13020380,https://doi.org/10.3390/catal13020380,344,"It is well-documented that large-scale pollution generated by human activity has a dramatic impact on ecosystems. In this context, removing harmful chemicals via photocatalysis has tremendous potential as a depollution method, utilizing freely available solar light and catalytic materials with low or negligible ecotoxicity. The main drawbacks, which aren’t often addressed in the available literature, are the formation of harmful intermediate products, low reaction rates, limited catalyst stability, and difficult catalyst recovery. In most cases, published works assess the efficiency of tested photocatalysts from pollutant degradation studies, whereas identifying and quantifying by-products is not often conducted. This review summarizes the recent advances reported for the photocatalytic removal of some organic (e.g., alcohols, carboxylic acids, volatile organic compounds, phenol) and inorganic (e.g., NO3−) contaminants. The efficiency of various UV- and visible-light active photocatalysts and the reaction degradation pathways were explained, emphasizing the main factors contributing to their mineralization. The reaction mechanisms, the identification and quantification of degradation intermediates, and the implication of reactive active species (ROS) were discussed and analyzed for each category of model target pollutant. Additionally, the actual challenges and future photocatalytic approaches to improve environmental remediation were presented.",相关：命中主题关键词：high gravity、mass transfer,可用于方向 F 的问题定位：结合 2023 年论文《Photocatalytic Degradation of Organic and Inorganic Pollutants to Harmless End Products: Assessment of Practical Application Potential for Water and Air Cleaning》的题录和引用数 344，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Review on the impact of heavy metals from industrial wastewater effluent and removal technologies,2024,Temitayo E Oladimeji; Melody Oluwaseyi Oyedemi; M.E. Emetere; Oluranti Agboola; John Busayo Adeoye; Olayemi Abosede Odunlami,Heliyon,10.1016/j.heliyon.2024.e40370,https://doi.org/10.1016/j.heliyon.2024.e40370,295,"The incidence of water pollution in developing countries is high due to the lack of regulatory policies and laws that protect water bodies from anthropogenic activities and industrial wastewater. Industrial wastewater contains significant amounts of heavy metals that are detrimental to human health, aquatic organisms, and the ecosystem. The focus of this review was to evaluate the sources and treatment methods of wastewater, with an emphasis on technologies, advantages, disadvantages, and innovation. It was observed that conventional methods of wastewater treatment (such as flotation, coagulation/flocculation, and adsorption) had shown promising results but posed certain limitations, such as the generation of high volumes of sludge, relatively low removal rates, inefficiency in treating low metal concentrations, and sensitivity to varying pH. Recent technologies like nanotechnology, photocatalysis, and electrochemical coagulation have significant advantages over conventional methods for removing heavy metals, including higher removal rates, improved energy efficiency, and greater selectivity for specific contaminants. However, the high costs associated with these advanced methods remain a major drawback. Therefore, we recommend that future developments in wastewater treatment technology focus on reducing both costs and waste generation.",相关：命中主题关键词：high gravity,可用于方向 F 的问题定位：结合 2024 年论文《Review on the impact of heavy metals from industrial wastewater effluent and removal technologies》的题录和引用数 295，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Removal of heavy metal ions from wastewater: a comprehensive and critical review,2021,Naef A.A. Qasem; Ramy H. Mohammed; Dahiru U. Lawal,npj Clean Water,10.1038/s41545-021-00127-0,https://doi.org/10.1038/s41545-021-00127-0,2029,"Abstract Removal of heavy metal ions from wastewater is of prime importance for a clean environment and human health. Different reported methods were devoted to heavy metal ions removal from various wastewater sources. These methods could be classified into adsorption-, membrane-, chemical-, electric-, and photocatalytic-based treatments. This paper comprehensively and critically reviews and discusses these methods in terms of used agents/adsorbents, removal efficiency, operating conditions, and the pros and cons of each method. Besides, the key findings of the previous studies reported in the literature are summarized. Generally, it is noticed that most of the recent studies have focused on adsorption techniques. The major obstacles of the adsorption methods are the ability to remove different ion types concurrently, high retention time, and cycling stability of adsorbents. Even though the chemical and membrane methods are practical, the large-volume sludge formation and post-treatment requirements are vital issues that need to be solved for chemical techniques. Fouling and scaling inhibition could lead to further improvement in membrane separation. However, pre-treatment and periodic cleaning of membranes incur additional costs. Electrical-based methods were also reported to be efficient; however, industrial-scale separation is needed in addition to tackling the issue of large-volume sludge formation. Electric- and photocatalytic-based methods are still less mature. More attention should be drawn to using real wastewaters rather than synthetic ones when investigating heavy metals removal. Future research studies should focus on eco-friendly, cost-effective, and sustainable materials and methods.",相关：命中主题关键词：high gravity、mass transfer,可用于方向 F 的问题定位：结合 2021 年论文《Removal of heavy metal ions from wastewater: a comprehensive and critical review》的题录和引用数 2029，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Strategies for mitigation of climate change: a review,2020,Samer Fawzy; Ahmed I. Osman; John Doran; David W. Rooney,Environmental Chemistry Letters,10.1007/s10311-020-01059-w,https://doi.org/10.1007/s10311-020-01059-w,1428,"Abstract Climate change is defined as the shift in climate patterns mainly caused by greenhouse gas emissions from natural systems and human activities. So far, anthropogenic activities have caused about 1.0 °C of global warming above the pre-industrial level and this is likely to reach 1.5 °C between 2030 and 2052 if the current emission rates persist. In 2018, the world encountered 315 cases of natural disasters which are mainly related to the climate. Approximately 68.5 million people were affected, and economic losses amounted to $131.7 billion, of which storms, floods, wildfires and droughts accounted for approximately 93%. Economic losses attributed to wildfires in 2018 alone are almost equal to the collective losses from wildfires incurred over the past decade, which is quite alarming. Furthermore, food, water, health, ecosystem, human habitat and infrastructure have been identified as the most vulnerable sectors under climate attack. In 2015, the Paris agreement was introduced with the main objective of limiting global temperature increase to 2 °C by 2100 and pursuing efforts to limit the increase to 1.5 °C. This article reviews the main strategies for climate change abatement, namely conventional mitigation, negative emissions and radiative forcing geoengineering. Conventional mitigation technologies focus on reducing fossil-based CO 2 emissions. Negative emissions technologies are aiming to capture and sequester atmospheric carbon to reduce carbon dioxide levels. Finally, geoengineering techniques of radiative forcing alter the earth’s radiative energy budget to stabilize or reduce global temperatures. It is evident that conventional mitigation efforts alone are not sufficient to meet the targets stipulated by the Paris agreement; therefore, the utilization of alternative routes appears inevitable. While various technologies presented may still be at an early stage of development, biogenic-based sequestration techniques are to a certain extent mature and can be deployed immediately.",相关：命中主题关键词：concrete、carbonation、mineral carbonation、slag、process intensification,可用于方向 F 的问题定位：结合 2020 年论文《Strategies for mitigation of climate change: a review》的题录和引用数 1428，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Bioethanol Production from Renewable Raw Materials and its Separation and Purification: a Review,2018,Arijana Bušić; Nenad Marđetko; Semjon Kundas; Galina Morzak; Halina Belskaya; Mirela Ivančić Šantek; Draženka Komes; Srđan Novak; Božidar Šantek,Food Technology and Biotechnology,10.17113/ftb.56.03.18.5546,https://doi.org/10.17113/ftb.56.03.18.5546,594,"Production of biofuels from renewable feedstocks has captured considerable scientific attention since they could be used to supply energy and alternative fuels. Bioethanol is one of the most interesting biofuels due to its positive impact on the environment. Currently, it is mostly produced from sugar-and starch-containing raw materials. However, various available types of lignocellulosic biomass such as agricultural and forestry residues, and herbaceous energy crops could serve as feedstocks for the production of bioethanol, energy, heat and value-added chemicals. Lignocellulose is a complex mixture of carbohydrates that needs an efficient pretreatment to make accessible pathways to enzymes for the production of fermentable sugars, which after hydrolysis are fermented into ethanol. Despite technical and economic difficulties, renewable lignocellulosic raw materials represent low--cost feedstocks that do not compete with the food and feed chain, thereby stimulating the sustainability. Different bioprocess operational modes were developed for bioethanol production from renewable raw materials. Furthermore, alternative bioethanol separation and purification processes have also been intensively developed. This paper deals with recent trends in the bioethanol production as a fuel from different renewable raw materials as well as with its separation and purification processes.",相关：命中主题关键词：high gravity、mass transfer,可用于方向 F 的问题定位：结合 2018 年论文《Bioethanol Production from Renewable Raw Materials and its Separation and Purification: a Review》的题录和引用数 594，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,"Natural deep eutectic solvents for lignocellulosic biomass pretreatment: Recent developments, challenges and novel opportunities",2018,Alok Satlewal; Ruchi Agrawal; Samarthya Bhagia; Joshua Sangoro; Arthur J. Ragauskas,Biotechnology Advances,10.1016/j.biotechadv.2018.08.009,https://doi.org/10.1016/j.biotechadv.2018.08.009,524,unclear,相关：命中主题关键词：high gravity、mass transfer,"可用于方向 F 的问题定位：结合 2018 年论文《Natural deep eutectic solvents for lignocellulosic biomass pretreatment: Recent developments, challenges and novel opportunities》的题录和引用数 524，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。"
F,Chemical looping beyond combustion – a perspective,2020,Xing Zhu; Qasim Imtiaz; Felix Donat; Christoph R. Müller; Fanxing Li,Energy & Environmental Science,10.1039/c9ee03793d,https://doi.org/10.1039/c9ee03793d,516,"Facilitated by redox catalysts capable of catalytic reactions and reactive separation, chemical looping offers exciting opportunities for intensified chemical production.",相关：命中主题关键词：carbonation,可用于方向 F 的问题定位：结合 2020 年论文《Chemical looping beyond combustion – a perspective》的题录和引用数 516，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,CO2 mineral carbonation using industrial solid wastes: A review of recent developments,2021,Weizao Liu; Liumei Teng; Sohrab Rohani; Zhifeng Qin; Bin Zhao; Chunbao Xu; Shan Ren; Qingcai Liu; Bin Liang,Chemical Engineering Journal,10.1016/j.cej.2021.129093,https://doi.org/10.1016/j.cej.2021.129093,464,unclear,相关：命中主题关键词：carbonation、mineral carbonation、steel slag、slag、process intensification,可用于方向 F 的问题定位：结合 2021 年论文《CO2 mineral carbonation using industrial solid wastes: A review of recent developments》的题录和引用数 464，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Outlook of carbon capture technology and challenges,2018,Tabbi Wilberforce; Ahmad Baroutaji; Bassel Soudan; Abdul Hai Alami; A.G. Olabi,The Science of The Total Environment,10.1016/j.scitotenv.2018.11.424,https://doi.org/10.1016/j.scitotenv.2018.11.424,443,unclear,相关：命中主题关键词：carbonation、slag、process intensification,可用于方向 F 的问题定位：结合 2018 年论文《Outlook of carbon capture technology and challenges》的题录和引用数 443，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
F,Magnetic Iron Oxide Nanoparticle (IONP) Synthesis to Applications: Present and Future,2020,Ajinkya Nene; Xue‐Feng Yu; Poonam Kaithal; Hongrong Luo; Prakash R. Somani; Seeram Ramakrishna,Materials,10.3390/ma13204644,https://doi.org/10.3390/ma13204644,333,"Iron oxides are chemical compounds which have different polymorphic forms, including γ-Fe2O3 (maghemite), Fe3O4 (magnetite), and FeO (wustite). Among them, the most studied are γ-Fe2O3 and Fe3O4, as they possess extraordinary properties at the nanoscale (such as super paramagnetism, high specific surface area, biocompatible etc.), because at this size scale, the quantum effects affect matter behavior and optical, electrical and magnetic properties. Therefore, in the nanoscale, these materials become ideal for surface functionalization and modification in various applications such as separation techniques, magnetic sorting (cells and other biomolecules etc.), drug delivery, cancer hyperthermia, sensing etc., and also for increased surface area-to-volume ratio, which allows for excellent dispersibility in the solution form. The current methods used are partially and passively mixed reactants, and, thus, every reaction has a different proportion of all factors which causes further difficulties in reproducibility. Direct active and complete mixing and automated approaches could be solutions to this size- and shape-controlled synthesis, playing a key role in its exploitation for scientific or technological purposes. An ideal synthesis method should be able to allow reliable adjustment of parameters and control over the following: fluctuation in temperature; pH, stirring rate; particle distribution; size control; concentration; and control over nanoparticle shape and composition i.e., crystallinity, purity, and rapid screening. Iron oxide nanoparticle (IONP)-based available clinical applications are RNA/DNA extraction and detection of infectious bacteria and viruses. Such technologies are important at POC (point of care) diagnosis. IONPs can play a key role in these perspectives. Although there are various methods for synthesis of IONPs, one of the most crucial goals is to control size and properties with high reproducibility to accomplish successful applications. Using multiple characterization techniques to identify and confirm the oxide phase of iron can provide better characterization capability. It is very important to understand the in-depth IONP formation mechanism, enabling better control over parameters and overall reaction and, by extension, properties of IONPs. This work provides an in-depth overview of different properties, synthesis methods, and mechanisms of iron oxide nanoparticles (IONPs) formation, and the diverse range of their applications. Different characterization factors and strategies to confirm phase purity in the IONP synthesis field are reviewed. First, properties of IONPs and various synthesis routes with their merits and demerits are described. We also describe different synthesis strategies and formation mechanisms for IONPs such as for: wustite (FeO), hematite (α-Fe2O3), maghemite (ɤ-Fe2O3) and magnetite (Fe3O4). We also describe characterization of these nanoparticles and various applications in detail. In conclusion, we present a detailed overview on the properties, size-controlled synthesis, formation mechanisms and applications of IONPs.",相关：命中主题关键词：rotating packed bed,可用于方向 F 的问题定位：结合 2020 年论文《Magnetic Iron Oxide Nanoparticle (IONP) Synthesis to Applications: Present and Future》的题录和引用数 333，优先检查其方法、材料体系或评价指标是否可迁移到超重力-混凝土研究。
