row_index,title,field,value
1388,Process intensification routes for mineral carbonation,venue,unclear
1388,Process intensification routes for mineral carbonation,abstract,unclear
1389,PROCESS INTENSIFICATION ROUTES FOR MINERAL CARBONATION,open_access_pdf,unclear
1390,Advances in process development of aqueous CO2 mineralisation towards scalability,abstract,unclear
1390,Advances in process development of aqueous CO2 mineralisation towards scalability,open_access_pdf,unclear
1391,Integrated mineral carbonation reactor technology for sustainable carbon dioxide sequestration: ‘CO2 Energy Reactor’,venue,unclear
1392,Multiscale Process Intensification of Waste Valorization Reactions,open_access_pdf,unclear
1393,Accelerated CO<sub>2</sub> Mineralization of Acid Mine Drainage Assisted by an Ultrasound Technique: An Experimental Parametric Study,open_access_pdf,unclear
1396,Emerging CO2 capture systems,abstract,unclear
1397,Intensified co-electrolysis process for syngas production from captured CO2,abstract,unclear
1397,Intensified co-electrolysis process for syngas production from captured CO2,open_access_pdf,unclear
1406,The development of carbon capture and storage (CCS) in India: A critical review,venue,unclear
1407,Does size matter? Particle size effects on Ni and Cr mobilization during ex situ mineral carbonation of ultramafic rocks.,venue,unclear
1407,Does size matter? Particle size effects on Ni and Cr mobilization during ex situ mineral carbonation of ultramafic rocks.,open_access_pdf,unclear
1409,Micro-structured copper and nickel metal foams for wastewater disinfection: proof-of-concept and scale-up,abstract,unclear
1411,Enhanced grindability of bastnaesite ore by ex-situ CO2 treatment under the partial pressure of 0–100 psi,open_access_pdf,unclear
1417,Water management and heat integration in direct air capture systems,abstract,unclear
1433,Decision: Progress in modeling of carbon capture technologies — R1/PR10,venue,unclear
1433,Decision: Progress in modeling of carbon capture technologies — R1/PR10,open_access_pdf,unclear
1434,Author comment: Progress in modeling of carbon capture technologies — R1/PR6,venue,unclear
1435,Recommendation: Progress in modeling of carbon capture technologies — R0/PR4,venue,unclear
1435,Recommendation: Progress in modeling of carbon capture technologies — R0/PR4,open_access_pdf,unclear
1436,"Process, performance and modeling of CO 2 capture by chemical absorption using high gravity: A review",abstract,unclear
1436,"Process, performance and modeling of CO 2 capture by chemical absorption using high gravity: A review",open_access_pdf,unclear
1437,Experimental study of CO2 capture enhanced by coal fly ash-synthesized NH2-MCM-41 coupled with high gravity technology,abstract,unclear
1437,Experimental study of CO2 capture enhanced by coal fly ash-synthesized NH2-MCM-41 coupled with high gravity technology,open_access_pdf,unclear
1438,Development of high-gravity technology for removing particulate and gaseous pollutant emissions: Principles and applications,abstract,unclear
1438,Development of high-gravity technology for removing particulate and gaseous pollutant emissions: Principles and applications,open_access_pdf,unclear
1439,Modeling and experimental studies of mass transfer in the cavity zone of a rotating packed bed,abstract,unclear
1439,Modeling and experimental studies of mass transfer in the cavity zone of a rotating packed bed,open_access_pdf,unclear
1440,Simultaneous Absorption of H<sub>2</sub>S and CO<sub>2</sub> into the MDEA + PZ Aqueous Solution in a Rotating Packed Bed,open_access_pdf,unclear
1441,Mass-Transfer Performance for CO<sub>2</sub> Absorption by 2-(2-Aminoethylamino)ethanol Solution in a Rotating Packed Bed,open_access_pdf,unclear
1442,Systematic approach to determination of optimum gas-phase mass transfer rate for high-gravity carbonation process of steelmaking slags in a rotating packed bed,abstract,unclear
1442,Systematic approach to determination of optimum gas-phase mass transfer rate for high-gravity carbonation process of steelmaking slags in a rotating packed bed,open_access_pdf,unclear
1443,Selective absorption of H2S with High CO2 concentration in mixture in a rotating packed bed,abstract,unclear
1443,Selective absorption of H2S with High CO2 concentration in mixture in a rotating packed bed,open_access_pdf,unclear
1444,Insight into the experimental and modeling study of process intensification for post-combustion CO2 capture by rotating packed bed,abstract,unclear
1444,Insight into the experimental and modeling study of process intensification for post-combustion CO2 capture by rotating packed bed,open_access_pdf,unclear
1445,Enhancement of CO<sub>2</sub> Absorption into K<sub>2</sub>CO<sub>3</sub> Solution by Cyclohexane in a High-Shear Reactor,open_access_pdf,unclear
1447,CFD simulation and experimental study of CO2 absorption in a rotating packed bed,abstract,unclear
1447,CFD simulation and experimental study of CO2 absorption in a rotating packed bed,open_access_pdf,unclear
1448,Experimental study on CO2 adsorption with silica-supported ionic liquid in a high gravity reactor,abstract,unclear
1448,Experimental study on CO2 adsorption with silica-supported ionic liquid in a high gravity reactor,open_access_pdf,unclear
1449,Continuous Formation Process of CO2 Gas Hydrate via a Vortex and Impinging Stream Reactor,venue,unclear
1450,Measurements of the effective mass transfer areas for the gas–liquid rotating packed bed,abstract,unclear
1450,Measurements of the effective mass transfer areas for the gas–liquid rotating packed bed,open_access_pdf,unclear
1451,A systematic approach to evaluating environmental-economic benefits of high-gravity technology for flue gas purification and municipal solid waste incineration fly ash utilization,abstract,unclear
1451,A systematic approach to evaluating environmental-economic benefits of high-gravity technology for flue gas purification and municipal solid waste incineration fly ash utilization,open_access_pdf,unclear
1452,Mass transfer intensification mechanism of Al2O3 sphere packing in a rotating packed bed,abstract,unclear
1452,Mass transfer intensification mechanism of Al2O3 sphere packing in a rotating packed bed,open_access_pdf,unclear
1453,"Experimental study of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.svg""><mml:mrow><mml:mi>C</mml:mi><mml:msub><mml:mi>O</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:math> absorption with MEA solution in a novel Arc-RPB",abstract,unclear
1453,"Experimental study of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.svg""><mml:mrow><mml:mi>C</mml:mi><mml:msub><mml:mi>O</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:math> absorption with MEA solution in a novel Arc-RPB",open_access_pdf,unclear
1454,Improving chemical engineering practices,abstract,unclear
1454,Improving chemical engineering practices,open_access_pdf,unclear
1455,Higee Technologies and Their Applications to Green Intensified Processing,venue,unclear
1455,Higee Technologies and Their Applications to Green Intensified Processing,open_access_pdf,unclear
1456,Decarbonization Absorption of Ship Exhaust Gas and Solvent Regeneration by a High-Gravity Method,abstract,unclear
1456,Decarbonization Absorption of Ship Exhaust Gas and Solvent Regeneration by a High-Gravity Method,open_access_pdf,unclear
1457,Process analysis of intensified absorber for post-combustion CO2 capture through modelling and simulation,open_access_pdf,unclear
1460,MOF-Derived Robust and Synergetic Acid Sites Inducing C–N Bond Disruption for Energy-Efficient CO<sub>2</sub> Desorption,open_access_pdf,unclear
1463,Carbon Capture with Flue Gas Purification,venue,unclear
1463,Carbon Capture with Flue Gas Purification,abstract,unclear
1463,Carbon Capture with Flue Gas Purification,open_access_pdf,unclear
1469,Calcium Looping Process (CLP) for Enhanced Steam Methane Reforming,open_access_pdf,unclear
1470,Carbonation washing of waste incinerator air pollution control residues under wastewater reuse conditions,open_access_pdf,unclear
1471,Carbonation Washing of Waste Incinerator Air Pollution Control Residues Under Wastewater Reuse Conditions,abstract,unclear
1471,Carbonation Washing of Waste Incinerator Air Pollution Control Residues Under Wastewater Reuse Conditions,open_access_pdf,unclear
1473,Direct air capture of CO2 via aqueous-phase absorption and crystalline-phase release using concentrated solar power,abstract,unclear
1478,Investigation of the process operability windows for Ca-Cu looping for hydrogen production with CO2 capture,abstract,unclear
1480,Optimization of Biodiesel Production over Chicken Eggshell-Derived CaO Catalyst in a Continuous Centrifugal Contactor Separator,open_access_pdf,unclear
1484,Application of the concept of Linear Free Energy Relationships to the hydrogenation of levulinic acid and its corresponding esters,abstract,unclear
1488,Ion-conducting ceramic membrane reactors for high-temperature applications,open_access_pdf,unclear
1489,Increasing the carbon capture efficiency of the Ca/Cu looping process for power production with advanced process schemes,open_access_pdf,unclear
1492,Experimental Investigation of Hot Steam Temperature Effects on Physicochemical Properties and Mineralization Efficiency in Steel Slag-CO2 Systems.,open_access_pdf,unclear
1493,Optimizing CO2 mineralization parameters of steel slag to improve carbonation resistance of concrete: chemical and microstructure effects,open_access_pdf,unclear
1494,Valorization of steel slag through CO2 mineralization toward improved reactivity and cementitious performance,abstract,unclear
1494,Valorization of steel slag through CO2 mineralization toward improved reactivity and cementitious performance,open_access_pdf,unclear
1495,Enhancing CO2 Mineralization Rate and Extent of Iron and Steel Slag via Grinding,abstract,unclear
1496,"Steam Efficiently Enhancing CO2 Direct Mineralization Steel Slag Towards Actual Production: Phase Evolution, Microstructure, and Mechanisms",open_access_pdf,unclear
1497,Research Progress on Chemical Pathways for CO2 Capture by Steel Slag Mineralization,abstract,unclear
1497,Research Progress on Chemical Pathways for CO2 Capture by Steel Slag Mineralization,open_access_pdf,unclear
1498,Synergistic gas–slag scheme to mitigate CO2 emissions from the steel industry,abstract,unclear
1498,Synergistic gas–slag scheme to mitigate CO2 emissions from the steel industry,open_access_pdf,unclear
1499,Geochemical modeling of CO2 sequestration via weathering of steel slag: Reactive transport and mineralization dynamics,abstract,unclear
1499,Geochemical modeling of CO2 sequestration via weathering of steel slag: Reactive transport and mineralization dynamics,open_access_pdf,unclear
1500,Carbonation of steel slag for mineral CO2 sequestration: a novel method for desorption of CO2-loaded monoethanolamine (MEA),abstract,unclear
1500,Carbonation of steel slag for mineral CO2 sequestration: a novel method for desorption of CO2-loaded monoethanolamine (MEA),open_access_pdf,unclear
1501,Study on Improving the Stability of Steel Slag Fine Aggregate by Boiling Pretreatment Combined with Microbial Mineralization,open_access_pdf,unclear
1502,3D nanostructure of CO2‐mineralized steel slag,open_access_pdf,unclear
1503,Large Scale Valorization Of Steel Slag Combined With Membrane-Based Direct Air Capture For Carbon Mineralization: A Techno-economic Evaluation,open_access_pdf,unclear
1504,Effect of Solidification and Cooling Methods on the Efficacy of Slag as a Feedstock for CO2 Mineralization,venue,unclear
1505,不锈钢渣矿化固定CO2的实验研究 Experimental Study on CO2 Sequestration by Mineralization of Stainless Steel Slag,venue,unclear
1505,不锈钢渣矿化固定CO2的实验研究 Experimental Study on CO2 Sequestration by Mineralization of Stainless Steel Slag,abstract,unclear
1506,Effects of Multiple Factors on Carbon Sequestration Rate During Direct Gas–Solid Mineralization of Ladle Furnace Slag,abstract,unclear
1506,Effects of Multiple Factors on Carbon Sequestration Rate During Direct Gas–Solid Mineralization of Ladle Furnace Slag,open_access_pdf,unclear
1507,Optimization of Operating Conditions to Improve the Performance of Brine Electrolyzer for Minerialization of Waste Cement and Steel Slag,open_access_pdf,unclear
1510,Research on selective leaching of calcium from steel-making slag with NH4Cl as leaching solution,open_access_pdf,unclear
1511,Study on carbonation reactivity of silicates in steel slag accelerated by Bacillus mucilaginosus,open_access_pdf,unclear
1512,Evaluation of elemental leaching behavior and morphological changes of steel slag in both acidic and basic conditions for carbon sequestration potential,abstract,unclear
1512,Evaluation of elemental leaching behavior and morphological changes of steel slag in both acidic and basic conditions for carbon sequestration potential,open_access_pdf,unclear
1513,Research on integrated CO2 absorption-mineralization and regeneration of absorbent process,venue,unclear
1513,Research on integrated CO2 absorption-mineralization and regeneration of absorbent process,open_access_pdf,unclear
1514,Oxygen radical-mediated process for synergistic H2 production and CO2 capture from sludge gasification.,open_access_pdf,unclear
1515,Energy-efficient mineral carbonation of blast furnace slag with high value-added products,open_access_pdf,unclear
1516,Reduction of CO2 Emissions from Steel Plants by Using Steelmaking Slags for Production of Marketable Calcium Carbonate,venue,unclear
1516,Reduction of CO2 Emissions from Steel Plants by Using Steelmaking Slags for Production of Marketable Calcium Carbonate,abstract,unclear
1516,Reduction of CO2 Emissions from Steel Plants by Using Steelmaking Slags for Production of Marketable Calcium Carbonate,open_access_pdf,unclear
1517,Accelerated Carbonation of Ca- and Mg-Bearing Minerals and Industrial Wastes Using CO2,venue,unclear
1517,Accelerated Carbonation of Ca- and Mg-Bearing Minerals and Industrial Wastes Using CO2,abstract,unclear
1517,Accelerated Carbonation of Ca- and Mg-Bearing Minerals and Industrial Wastes Using CO2,open_access_pdf,unclear
1518,Low-Carbon Concrete Development Through Incorporation of Carbonated Recycled Aggregate and Carbon Dioxide During Concrete Batching and Curing,open_access_pdf,unclear
1519,Enhancing early strength of cement mortar using MSWI fly ash under accelerated carbonation curing,abstract,unclear
1519,Enhancing early strength of cement mortar using MSWI fly ash under accelerated carbonation curing,open_access_pdf,unclear
1520,Accelerated Curing of Cement Mortar: In-Situ Carbonation Utilising Co2-Impregnated Faujasite,abstract,unclear
1520,Accelerated Curing of Cement Mortar: In-Situ Carbonation Utilising Co2-Impregnated Faujasite,open_access_pdf,unclear
1521,Investigation of the Carbonation Behavior of Cement Mortar Containing Interior Stone Sludge and Recycled Mask Fibers,open_access_pdf,unclear
1522,Setting evaluation of cement mortar using nondestructive methods under different curing conditions: temperatures and relative humidities,abstract,unclear
1522,Setting evaluation of cement mortar using nondestructive methods under different curing conditions: temperatures and relative humidities,open_access_pdf,unclear
1523,Characterization of Carbonation Curing Influence on Nonlinear Ultrasonic Response and Mechanical Performance of Mortar,open_access_pdf,unclear
1525,Effect of carbonation curing regime on strength and microstructure of Portland cement paste,venue,unclear
1525,Effect of carbonation curing regime on strength and microstructure of Portland cement paste,open_access_pdf,unclear
1526,Influence of water re-curing on microstructure of heat-damaged cement mortar characterized by low-field NMR and MIP,venue,unclear
1526,Influence of water re-curing on microstructure of heat-damaged cement mortar characterized by low-field NMR and MIP,open_access_pdf,unclear
1528,"Enhancing the Strength and Durability of Cement Mortar: Synergetic Effects of Shell Powder, Calcium Formate and Basalt Fibers",open_access_pdf,unclear
1529,The Effects of Carbonation and Elevated Temperatures on the Properties of Magnesium-Based Mortar,open_access_pdf,unclear
1530,Performance of High-volume Carbide Lime Mortar Under Accelerated CO2 Curing Followed by Postconditioning Treatments,open_access_pdf,unclear
1531,Optimising The Performance of Carbide Lime Waste Mortar: The Role of Temperature in Accelerated CO2 Curing,open_access_pdf,unclear
1532,Internal curing effect of raw and carbonated recycled aggregate on the properties of high-strength slag-cement mortar,venue,unclear
1532,Internal curing effect of raw and carbonated recycled aggregate on the properties of high-strength slag-cement mortar,abstract,unclear
1532,Internal curing effect of raw and carbonated recycled aggregate on the properties of high-strength slag-cement mortar,open_access_pdf,unclear
1534,Synergistic effects of curing conditions and magnesium oxide addition on the physico-mechanical properties and firing resistivity of Portland cement mortar,venue,unclear
1534,Synergistic effects of curing conditions and magnesium oxide addition on the physico-mechanical properties and firing resistivity of Portland cement mortar,abstract,unclear
1534,Synergistic effects of curing conditions and magnesium oxide addition on the physico-mechanical properties and firing resistivity of Portland cement mortar,open_access_pdf,unclear
1535,Performance of Cementitious Materials Subjected to Low CO2 Concentration Accelerated Carbonation Curing and Further Hydration,open_access_pdf,unclear
1536,Investigating the synergistic effects of internal curing and pozzolanic activity in mortar utilizing clay-burnt brick fines,open_access_pdf,unclear
1537,Longitudinal Deformation of Mortar Bars Containing Reactive MgO during Carbonation Curing and Sulfate Solution Immersion,open_access_pdf,unclear
1538,Effect of Carbon Dioxide Curing on Strength Development of Cement Mortar,venue,unclear
1538,Effect of Carbon Dioxide Curing on Strength Development of Cement Mortar,abstract,unclear
1538,Effect of Carbon Dioxide Curing on Strength Development of Cement Mortar,open_access_pdf,unclear
1539,Portland Cement Mortar Carbonation Assessment by Using Blue Timol Indicator,venue,unclear
1540,Properties and Environmental Impact of Cement Mortar Using Spodumene Mining Residue as Mineral Admixture,open_access_pdf,unclear
1541,Effects of CO 2 sequestrated recycled brick powder on cement mortar properties,open_access_pdf,unclear
1542,Enhancing mechanical properties and CO2 capture in mortar using calcium lime waste through dry pre-conditioning and accelerated CO2 curing,abstract,unclear
1542,Enhancing mechanical properties and CO2 capture in mortar using calcium lime waste through dry pre-conditioning and accelerated CO2 curing,open_access_pdf,unclear
1544,Study of stabilized phases in high alumina cement mortars part II effect of CaCO3 added to high alumina cement mortar subjected to elevated temperature curing and carbonation,venue,unclear
1544,Study of stabilized phases in high alumina cement mortars part II effect of CaCO3 added to high alumina cement mortar subjected to elevated temperature curing and carbonation,abstract,unclear
1544,Study of stabilized phases in high alumina cement mortars part II effect of CaCO3 added to high alumina cement mortar subjected to elevated temperature curing and carbonation,open_access_pdf,unclear
1545,Effect of Curing Methods on Carbonation Depth of Rubberised Fibre Mortar,venue,unclear
1545,Effect of Curing Methods on Carbonation Depth of Rubberised Fibre Mortar,abstract,unclear
1545,Effect of Curing Methods on Carbonation Depth of Rubberised Fibre Mortar,open_access_pdf,unclear
1546,Setting Time and Carbonation Resistance of Alkali-Activated GGBS-Fly Ash Mortar,open_access_pdf,unclear
1548,Enhancement in behavioral properties of cement mortar cubes admixed with reduced graphene oxide,venue,unclear
1548,Enhancement in behavioral properties of cement mortar cubes admixed with reduced graphene oxide,open_access_pdf,unclear
1550,An insight of carbonation-hydration kinetics and microstructure characterization of cement paste under accelerated carbonation at early age,abstract,unclear
1550,An insight of carbonation-hydration kinetics and microstructure characterization of cement paste under accelerated carbonation at early age,open_access_pdf,unclear
1551,Microstructure of cement paste subject to ambient pressure carbonation curing,venue,unclear
1551,Microstructure of cement paste subject to ambient pressure carbonation curing,open_access_pdf,unclear
1552,"Mix Design-Driven Control of Carbonation and Hydration in CO2-Mixed Cement Pastes: Effects of Water, Slag, and Surfactant",open_access_pdf,unclear
1553,FORCED INTERNAL CARBONATION AND CURING IN LC3 BLENDS MADE WITH DIFFERENT CEMENT TYPES,open_access_pdf,unclear
1556,Understanding the role of natural pozzolana in regulating the early hydration reaction process and microstructure of Portland cement,open_access_pdf,unclear
1557,Effects of carbonation on micro structures of hardened cement paste,abstract,unclear
1557,Effects of carbonation on micro structures of hardened cement paste,open_access_pdf,unclear
1558,Effect of carbonated cement paste on composite cement hydration and performance,venue,unclear
1558,Effect of carbonated cement paste on composite cement hydration and performance,open_access_pdf,unclear
1559,The effect of combined carbonation and steam curing on the microstructural evolution and mechanical properties of Portland cement concrete,venue,unclear
1559,The effect of combined carbonation and steam curing on the microstructural evolution and mechanical properties of Portland cement concrete,abstract,unclear
1559,The effect of combined carbonation and steam curing on the microstructural evolution and mechanical properties of Portland cement concrete,open_access_pdf,unclear
1560,Research on the Carbonation of Cement Paste Modified with Layered Double Hydroxides,venue,unclear
1560,Research on the Carbonation of Cement Paste Modified with Layered Double Hydroxides,abstract,unclear
1560,Research on the Carbonation of Cement Paste Modified with Layered Double Hydroxides,open_access_pdf,unclear
1561,Study on the Sustainability of Carbon Emission Reduction in China’s Cement Industry,open_access_pdf,unclear
1562,Coupling effect of γ-dicalcium silicate and slag on carbonation resistance of low carbon materials,venue,unclear
1562,Coupling effect of γ-dicalcium silicate and slag on carbonation resistance of low carbon materials,open_access_pdf,unclear
1563,Influence of steel slag-silica fume composite mineral admixture on the properties of concrete,venue,unclear
1563,Influence of steel slag-silica fume composite mineral admixture on the properties of concrete,abstract,unclear
1563,Influence of steel slag-silica fume composite mineral admixture on the properties of concrete,open_access_pdf,unclear
1564,Pseudo-dynamic carbonation for concrete curing and carbon storage,venue,unclear
1564,Pseudo-dynamic carbonation for concrete curing and carbon storage,abstract,unclear
1564,Pseudo-dynamic carbonation for concrete curing and carbon storage,open_access_pdf,unclear
1565,Feasibility of ferronickel slag powder for cementitious binder in concrete mix,open_access_pdf,unclear
1566,Carbonation of Fly Ash Concrete and Micro-Hardness Analysis,venue,unclear
1566,Carbonation of Fly Ash Concrete and Micro-Hardness Analysis,abstract,unclear
1566,Carbonation of Fly Ash Concrete and Micro-Hardness Analysis,open_access_pdf,unclear
1567,CONCRETE PROPERTIES OF BLENDED CEMENT WITH HIGH ALUMINATE,venue,unclear
1567,CONCRETE PROPERTIES OF BLENDED CEMENT WITH HIGH ALUMINATE,abstract,unclear
1568,Modelling the poromechanical behaviour of class G cement paste: A multiphysics approach from early age to hardened state,abstract,unclear
1570,The acceleration effect of nano C-S-H-PCE on the microstructure formation and evolution at early age of cement paste,abstract,unclear
1570,The acceleration effect of nano C-S-H-PCE on the microstructure formation and evolution at early age of cement paste,open_access_pdf,unclear
1573,IMPACT OF DEMOLDING AGE AND DRYING PERIOD ON DEGREE OF HYDRATION OF EARLY AGE CEMENT PASTE,abstract,unclear
1573,IMPACT OF DEMOLDING AGE AND DRYING PERIOD ON DEGREE OF HYDRATION OF EARLY AGE CEMENT PASTE,open_access_pdf,unclear
1575,Effect of different expansive agents on the early age structural build-up process of cement paste,abstract,unclear
1575,Effect of different expansive agents on the early age structural build-up process of cement paste,open_access_pdf,unclear
1576,Experimental research on aggregate restrained shrinkage and cracking of early-age cement paste,abstract,unclear
1576,Experimental research on aggregate restrained shrinkage and cracking of early-age cement paste,open_access_pdf,unclear
1577,Effect of Carbonation on Concrete Strength: A Consideration of Natural Carbonation and Accelerated Carbonation Curing,abstract,unclear
1577,Effect of Carbonation on Concrete Strength: A Consideration of Natural Carbonation and Accelerated Carbonation Curing,open_access_pdf,unclear
1578,Impact of the water-curing time on the carbonation initiation period of high-volume limestone powder concrete,open_access_pdf,unclear
1579,"Low-Carbon Slag Concrete Design Optimization Method Considering the Coupled Effects of Formwork Stripping, Strength Progress, and Carbonation Durability",open_access_pdf,unclear
1580,Enhancing concrete performance and sustainability through carbonation curing: Effects of fly ash incorporation and mechanical properties evaluation,open_access_pdf,unclear
1581,Dimensional Effects in CO2 Uptake and Compressive Strength of Pervious Concrete Subjected to CO2 Curing,abstract,unclear
1581,Dimensional Effects in CO2 Uptake and Compressive Strength of Pervious Concrete Subjected to CO2 Curing,open_access_pdf,unclear
1582,Effect of Nano-CSH and sodium sulfate on strength and durability of non-steam-curing high volume fly ash concrete,open_access_pdf,unclear
1585,Improving concrete resistance to low temperature sulfate attack through carbonation curing,venue,unclear
1585,Improving concrete resistance to low temperature sulfate attack through carbonation curing,abstract,unclear
1585,Improving concrete resistance to low temperature sulfate attack through carbonation curing,open_access_pdf,unclear
1586,"Traditional and Advanced Curing Strategies for Concrete Materials: A Systematic Review of Mechanical Performance, Sustainability, and Future Directions",open_access_pdf,unclear
1587,"Hydration behaviors, workability, and strength variations in direct aqueous carbonation (DAC) of Portland cement paste",open_access_pdf,unclear
1588,Investigation on durability of mPCM modified concrete subjected to the coupling action of carbonation and freeze-thaw cycles,open_access_pdf,unclear
1590,Effect of carbonation on concrete structure - a review,open_access_pdf,unclear
1591,Synergistic Gypsum–Carbonation Strategy and Non-Contact ITZ Quantification for CFBFA Artificial Aggregate Concrete,open_access_pdf,unclear
1592,Effects of porous ceramic roof tile waste aggregate on strength development and carbonation resistance of steam-cured fly ash concrete,venue,unclear
1593,Effect of Pre-Curing Time and Residual Water–Cement Ratio on CO2 Curing of Recycled Concrete,open_access_pdf,unclear
1596,Critical review of standardized test methods for determining the carbonation resistance of concrete,open_access_pdf,unclear
1598,Carbonated high-Al steel slag as supplementary cementitious material: Synergy of carbonation at elevated temperature and addition of gypsum,abstract,unclear
1598,Carbonated high-Al steel slag as supplementary cementitious material: Synergy of carbonation at elevated temperature and addition of gypsum,open_access_pdf,unclear
1600,Mechanical Behavior of Concrete Containing Steel Slag Powder as a Supplementary Cementitious Material,open_access_pdf,unclear
1601,Development of a sustainable stabilized macadam road base using steel slag as supplementary cementitious material,abstract,unclear
1601,Development of a sustainable stabilized macadam road base using steel slag as supplementary cementitious material,open_access_pdf,unclear
1602,Performance of a steel slag-based supplementary cementitious material via the synergistic modification of binary fly ash and gypsum system,abstract,unclear
1602,Performance of a steel slag-based supplementary cementitious material via the synergistic modification of binary fly ash and gypsum system,open_access_pdf,unclear
1603,Study on preparation of supplementary cementitious material using microbial CO2 fixation of steel slag powder,abstract,unclear
1603,Study on preparation of supplementary cementitious material using microbial CO2 fixation of steel slag powder,open_access_pdf,unclear
1604,Preparation of a supplementary cementitious material through synergy CO2 mineralization of fly ash and carbide slag,open_access_pdf,unclear
1605,The Mechanical Properties of Concrete Incorporating Steel Slag as Supplementary Cementitious Material,venue,unclear
1605,The Mechanical Properties of Concrete Incorporating Steel Slag as Supplementary Cementitious Material,open_access_pdf,unclear
1606,Chloride permeability and chloride-induced corrosion of concrete containing lithium slag as a supplementary cementitious material,abstract,unclear
1606,Chloride permeability and chloride-induced corrosion of concrete containing lithium slag as a supplementary cementitious material,open_access_pdf,unclear
1607,Influence of a steel slag powder-ground fly ash composite supplementary cementitious material on the chloride and sulphate resistance of mass concrete,venue,unclear
1607,Influence of a steel slag powder-ground fly ash composite supplementary cementitious material on the chloride and sulphate resistance of mass concrete,open_access_pdf,unclear
1608,Development of low-carbon engineered cementitious composites using pressurized carbonated steel slag aggregates,abstract,unclear
1608,Development of low-carbon engineered cementitious composites using pressurized carbonated steel slag aggregates,open_access_pdf,unclear
1610,Development of magnesium slag–steel slag-based composite cementitious material and its backfilling application,abstract,unclear
1610,Development of magnesium slag–steel slag-based composite cementitious material and its backfilling application,open_access_pdf,unclear
1611,Treatment of Energy from Waste Plant fly-ash for blast furnace slag substitution as a Supplementary Cementitious Material,abstract,unclear
1611,Treatment of Energy from Waste Plant fly-ash for blast furnace slag substitution as a Supplementary Cementitious Material,open_access_pdf,unclear
1613,Effect of Lithium Slag as Supplementary Cementitious Material on Sulphate Attack Resistance of Cement Mortar,abstract,unclear
1613,Effect of Lithium Slag as Supplementary Cementitious Material on Sulphate Attack Resistance of Cement Mortar,open_access_pdf,unclear
1614,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,abstract,unclear
1614,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,open_access_pdf,unclear
1615,Calcium aluminate rich secondary stainless steel slag as a supplementary cementitious material,venue,unclear
1615,Calcium aluminate rich secondary stainless steel slag as a supplementary cementitious material,abstract,unclear
1615,Calcium aluminate rich secondary stainless steel slag as a supplementary cementitious material,open_access_pdf,unclear
1616,Study on Hydration and Hardening Performance of Coal Gangue-Steel Slag-Cement Composite Cementitious Material,abstract,unclear
1616,Study on Hydration and Hardening Performance of Coal Gangue-Steel Slag-Cement Composite Cementitious Material,open_access_pdf,unclear
1617,Carbonated Concrete Slurry Waste as Supplementary Cementitious Material,abstract,unclear
1618,The improvement on the properties and heavy metal solidification of phosphogypsum-steel slag cementitious material: Enhancement from Bi-directional carbonation,abstract,unclear
1618,The improvement on the properties and heavy metal solidification of phosphogypsum-steel slag cementitious material: Enhancement from Bi-directional carbonation,open_access_pdf,unclear
1619,Resource utilization of lithium slag supplementary cementitious materials through mechanical activation: mechanism investigation and process optimization.,open_access_pdf,unclear
1620,Performance of Low-Energy Steel Slag Powders as Supplementary Cementitious Materials,abstract,unclear
1620,Performance of Low-Energy Steel Slag Powders as Supplementary Cementitious Materials,open_access_pdf,unclear
1623,Assessment of lithium slag as a supplementary cementitious material: Pozzolanic activity and microstructure development,abstract,unclear
1624,Efficiency of incorporating Algerian ground granulated blast furnace slag as a supplementary cementitious material: a review,abstract,unclear
1624,Efficiency of incorporating Algerian ground granulated blast furnace slag as a supplementary cementitious material: a review,open_access_pdf,unclear
1625,"Potential Reuse of Ladle Furnace Slag as Cementitious Material: A Literature Review of Generation, Characterization, and Processing Methods",open_access_pdf,unclear
1628,UTILIZING CARBONATED WASTEWATER FROM WET CARBONATION OF RECYCLED CONCRETE POWDER IN CEMENTITIOUS SYSTEMS,open_access_pdf,unclear
1629,"Total recycling of waste concrete in sustainable concrete production through CO2 mineralization: Strength, durability, and corrosion issues.",open_access_pdf,unclear
1630,Reutilization of waste concrete powder by cement hardening.,venue,unclear
1630,Reutilization of waste concrete powder by cement hardening.,abstract,unclear
1630,Reutilization of waste concrete powder by cement hardening.,open_access_pdf,unclear
1631,Effects of carbonated hardened cement paste powder on hydration and microstructure of Portland cement,open_access_pdf,unclear
1632,Effect of limestone fillers on microstructure and permeability due to carbonation of cement pastes under controlled CO2 pressure conditions,venue,unclear
1632,Effect of limestone fillers on microstructure and permeability due to carbonation of cement pastes under controlled CO2 pressure conditions,abstract,unclear
1632,Effect of limestone fillers on microstructure and permeability due to carbonation of cement pastes under controlled CO2 pressure conditions,open_access_pdf,unclear
1633,Synthesis and properties of a novel structural binder utilizing the chemistry of iron carbonation.,abstract,unclear
